Annee_prod,Bassin_versant,Cap_tot_act,Cap_tot_init,Cote,Date,Latitude,Longitude,Nom_Ar,Nom_Fr,_id,apports,cumul_annee_prec,cumul_annuel_apports,cumul_annuel_lachers,cumul_mensuel_apports,cumul_mensuel_lachers,fonctionnel,id_barrage,lachers,moy_mois,moy_periode,stock,stock_annee_prec
1994,367.0,134.014,137.5,86.5,2018-08-16T00:00:00,37.181,9.47513,سجنــــــان,sejnane,9058,0.0,60.3757,92.6594,210.64,0.348482,5.95727,1,9,0.321841,0.718675,119.106,66.3545,40.5256
2012,60.0,24.0,24.0,93.0,2018-08-16T00:00:00,36.8824,8.69921,الزرقة,zarga,9059,0.0,18.4837,31.2872,26.4711,0.22039,0.7796,1,10,0.0182,0.02,22.1193,18.324,16.257
2014,85.2,64.4,64.4,85.0,2018-08-16T00:00:00,36.8751,8.71699,الكبير,kebir,9060,0.00280208,,21.2586,20.0686,0.147683,0.0,1,31,0.0,,,6.5548,
2013,58.0,26.3,26.3,110.0,2018-08-16T00:00:00,36.9347,8.84504,المولى,moula,9061,0.00562395,,13.8051,0.003144,0.0830703,0.0,1,32,0.0,,,22.892,
1999,865.0,286.514,286.514,27.0,2018-08-16T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,9062,0.0,172.299,257.012,170.081,1.24292,9.8895,1,11,0.6075,0.414114,294.073,226.569,183.482
2012,95.0,33.0,33.0,37.0,2018-08-16T00:00:00,37.1856,9.20109,الزياتين,ziatine,9063,0.0,13.1323,12.7124,16.0275,0.23488,0.636465,1,12,0.046866,0.1,29.5415,28.403,24.472
2012,35.5,18.3,18.3,48.0,2018-08-16T00:00:00,37.1991,9.26906,القمقوم,gamgoum,9064,0.0,0.0,32.0066,11.1235,0.0923015,0.0,1,13,0.0,0.0,7.95913,17.3644,16.4895
1987,1040.0,33.4411,70.0,388.5,2018-08-16T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,9065,0.00367831,11.805,9.20455,0.939014,4.50072,0.312891,1,14,0.07632,0.931371,35.649,8.69675,4.50888
1966,127.0,7.22,8.22,517.06,2018-08-16T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,9066,0.0102729,4.7972,2.96692,1.50451,1.19472,0.056555,1,15,0.0,0.675645,13.081,3.16626,2.66148
2002,232.0,2.0,4.0,285.0,2018-08-16T00:00:00,36.302,9.50269,الرميـــــــل,rmil,9067,0.00181935,1.54478,0.41633,0.00063,0.0315821,0.0,1,16,0.0,0.150503,10.037,0.006,0.0
1971,1263.0,41.599,52.9,122.5,2018-08-16T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,9068,0.0283553,14.2938,4.54089,2.3425,0.917209,0.13324,1,17,0.00864,0.423133,26.1862,10.8808,15.9535
1998,675.0,23.83,22.0,43.0,2018-08-16T00:00:00,36.3318,10.3597,الرمــــــل,rmel,9069,0.0,42.1867,3.38575,0.0119,2.41849,0.0119,1,18,0.0,0.234839,16.0686,3.71792,11.3365
1965,855.0,58.76,86.5,230.0,2018-08-16T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,9070,0.0,17.0187,5.68867,4.78077,2.57826,0.358367,1,19,0.01554,0.660073,22.8484,4.23496,6.54972
1981,8950.0,133.317,209.0,270.0,2018-08-16T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,9071,0.0,19.4553,19.2094,0.512145,8.13591,0.132539,1,20,0.000337,4.35159,47.4736,35.0843,29.3393
1989,1120.0,77.47,95.3,217.0,2018-08-16T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,9072,0.00752544,13.1401,1.9816,0.91793,1.06763,0.01152,1,21,0.0,1.11456,15.3141,1.13559,0.203126
2005,173.65,7.71,4.24,677.8,2018-08-16T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,9073,0.0,0.119651,3.715,0.0,0.459643,0.0,1,22,0.0,0.122,29.5415,1.20308,1.0874
1997,1900.0,88.0,88.0,541.0,2018-08-16T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,9074,0.363709,0.597859,0.838353,0.0,0.413164,0.0,1,23,0.0,0.232239,2.04196,1.512,1.157
2002,293.0,16.0,16.0,849.0,2018-08-16T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,9075,0.00162,2.18206,2.55587,0.2,1.11333,0.0,1,24,0.0,0.179704,2.04196,2.0,0.884
1959,86.0,5.01,6.5,54.62,2018-08-16T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,9076,0.0,0.0,1.71252,0.823696,0.132467,0.044,1,25,0.01,0.145148,5.25579,0.982,1.034
1963,64.0,5.045,7.8,77.88,2018-08-16T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,9077,0.0,3.70935,1.25688,0.924084,0.0471521,0.0,1,26,0.0,0.189972,6.96762,0.23728,0.9566
1968,53.0,5.193,6.9,163.0,2018-08-16T00:00:00,36.534,10.4911,مصــــــري,masri,9078,0.00102484,2.22645,1.51788,4.65847,0.28702,0.2298,1,27,0.00073,0.101944,4.83955,4.73115,2.73606
1986,199.0,23.3053,30.1,18.04,2018-08-16T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,9079,0.0,20.9114,4.39822,4.70484,0.141397,0.282957,1,28,0.026,0.150433,18.0906,4.55977,11.3774
2002,123.0,12.854,12.1,102.4,2018-08-16T00:00:00,36.5874,10.304,الحمـــــى,hma,9080,0.0,2.76674,0.252271,0.0,0.0232459,0.0,1,29,0.0,0.00332003,4.47696,0.755779,1.67401
2002,54.0,9.615,10.0,42.2,2018-08-16T00:00:00,36.8308,10.7086,العبيـــــــد,abid,9081,0.0026335,5.56722,5.13142,2.58647,1.73695,0.174379,1,30,0.012843,0.00744665,5.21971,3.41309,2.06184
1954,10300.0,51.13,267.67,265.0,2018-08-15T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,9082,0.0,41.4795,38.5886,21.3546,12.2324,0.7821,1,1,0.3135,11.9215,176.681,20.2039,9.66244
2012,60.0,24.0,24.0,93.0,2018-08-14T00:00:00,36.8824,8.69921,الزرقة,zarga,9123,0.0129242,18.4837,31.2841,26.4425,0.217317,0.751,1,10,0.0408,0.02,22.118,18.363,16.348
1954,103.0,60.393,61.63,436.5,2018-08-15T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,9083,0.0285234,28.0003,39.7434,16.0805,0.104394,0.42038,1,2,0.06942,0.112969,43.0538,45.0807,30.5724
1968,101.0,76.9,81.875,292.04,2018-08-15T00:00:00,36.7614,9.0023,كســاب,kasseb,9084,0.0,24.5139,33.2604,28.8993,0.0492967,1.34747,1,3,0.089485,0.317239,43.492,37.9823,38.9182
1998,177.0,64.7,74.82,182.0,2018-08-15T00:00:00,36.7341,8.53173,بربرة,barbara,9085,0.038259,43.2357,89.9393,71.2864,0.332932,0.491057,1,4,0.021442,0.0795939,82.8757,58.2808,47.0509
1981,7950.0,580.35,814.0,115.0,2018-08-15T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,9086,0.165078,141.912,185.684,167.785,5.91403,7.03029,1,5,0.0432,6.13588,398.366,121.362,129.026
1976,390.0,112.037,117.5,221.0,2018-08-15T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,9087,0.0186328,76.3393,75.7343,51.6189,0.30919,2.5173,1,6,0.26844,0.93808,82.0801,47.6052,29.131
1983,418.0,118.773,129.9,90.0,2018-08-15T00:00:00,36.9909,9.61373,جوميــــــن,joumine,9088,0.055956,41.1358,48.9057,33.8158,1.09329,4.111,1,7,0.31,0.259501,75.8298,51.7639,43.283
1984,48.0,10.004,11.7,82.5,2018-08-15T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,9089,0.0,4.88418,6.17822,3.71468,0.0103693,0.2523,1,8,0.0205,0.12679,9.59029,3.86207,2.85893
1994,367.0,134.014,137.5,86.5,2018-08-15T00:00:00,37.181,9.47513,سجنــــــان,sejnane,9090,0.0,60.3757,92.6594,210.318,0.348482,5.63543,1,9,0.317961,0.718675,119.083,66.1039,40.7452
2012,60.0,24.0,24.0,93.0,2018-08-15T00:00:00,36.8824,8.69921,الزرقة,zarga,9091,0.00307281,18.4837,31.2872,26.4529,0.22039,0.7614,1,10,0.0104,0.02,22.1187,18.35,16.296
2014,85.2,64.4,64.4,85.0,2018-08-15T00:00:00,36.8751,8.71699,الكبير,kebir,9092,0.0268415,,21.2558,20.0686,0.144881,0.0,1,31,0.0,,,6.5548,
2013,58.0,26.3,26.3,110.0,2018-08-15T00:00:00,36.9347,8.84504,المولى,moula,9093,0.0,,13.7995,0.003144,0.0774463,0.0,1,32,0.0,,,22.892,
1999,865.0,286.514,286.514,27.0,2018-08-15T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,9094,0.0,172.299,257.012,169.474,1.24292,9.282,1,11,0.63804,0.414114,294.059,227.329,184.386
2012,95.0,33.0,33.0,37.0,2018-08-15T00:00:00,37.1856,9.20109,الزياتين,ziatine,9095,0.0312338,13.1323,12.7124,15.9807,0.23488,0.589599,1,12,0.04412,0.1,29.5383,28.462,24.5452
2012,35.5,18.3,18.3,48.0,2018-08-15T00:00:00,37.1991,9.26906,القمقوم,gamgoum,9096,0.00782967,0.0,32.0066,11.1235,0.0923015,0.0,1,13,0.0,0.0,7.95913,17.3787,16.4895
1987,1040.0,33.4411,70.0,388.5,2018-08-15T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,9097,0.015636,11.8033,9.20087,0.862694,4.49704,0.236571,1,14,0.0,0.931371,35.619,8.78657,4.53169
1966,127.0,7.22,8.22,517.06,2018-08-15T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,9098,0.0223499,4.79518,2.95665,1.50451,1.18444,0.056555,1,15,0.018825,0.675645,13.0592,3.15967,2.68654
2002,232.0,2.0,4.0,285.0,2018-08-15T00:00:00,36.302,9.50269,الرميـــــــل,rmil,9099,0.00174938,1.54158,0.414511,0.00063,0.0297627,0.0,1,16,0.0,0.150503,10.0322,0.006,0.0
1971,1263.0,41.599,52.9,122.5,2018-08-15T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,9100,0.0,14.2938,4.51253,2.33386,0.888854,0.1246,1,17,0.00864,0.423133,26.1726,10.8808,15.9941
1998,675.0,23.83,22.0,43.0,2018-08-15T00:00:00,36.3318,10.3597,الرمــــــل,rmel,9101,0.0,42.1867,3.38575,0.0119,2.41849,0.0119,1,18,0.0,0.234839,16.0611,3.73946,11.5106
1965,855.0,58.76,86.5,230.0,2018-08-15T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,9102,0.0318384,16.9805,5.68867,4.76523,2.57826,0.342827,1,19,0.025745,0.660073,22.8271,4.26092,6.61832
1981,8950.0,133.317,209.0,270.0,2018-08-15T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,9103,0.0355955,19.4553,19.2094,0.511808,8.13591,0.132202,1,20,0.000337,4.35159,47.3332,35.1625,29.4106
1989,1120.0,77.47,95.3,217.0,2018-08-15T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,9104,0.0467799,13.1358,1.97407,0.91793,1.06011,0.01152,1,21,0.0,1.11456,15.2781,1.13559,0.203126
2005,173.65,7.71,4.24,677.8,2018-08-15T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,9105,0.0,0.118592,3.715,0.0,0.459643,0.0,1,22,0.0,0.122,29.5383,1.20706,1.0874
1997,1900.0,88.0,88.0,541.0,2018-08-15T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,9106,0.003297,0.596371,0.474644,0.0,0.049455,0.0,1,23,0.0,0.232239,2.03446,1.151,1.157
2002,293.0,16.0,16.0,849.0,2018-08-15T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,9107,0.000486,2.18177,2.55425,0.2,1.11171,0.0,1,24,0.0,0.179704,2.03446,2.0,0.884
1959,86.0,5.01,6.5,54.62,2018-08-15T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,9108,0.0008378,0.0,1.71252,0.813696,0.132467,0.034,1,25,0.007,0.145148,5.2511,0.994,1.034
1963,64.0,5.045,7.8,77.88,2018-08-15T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,9109,0.0,3.70935,1.25688,0.924084,0.0471521,0.0,1,26,0.0,0.189972,6.9615,0.23992,0.96228
1968,53.0,5.193,6.9,163.0,2018-08-15T00:00:00,36.534,10.4911,مصــــــري,masri,9110,0.00564572,2.22306,1.51685,4.65774,0.285995,0.22907,1,27,0.019336,0.101944,4.83626,4.72361,2.7585
1986,199.0,23.3053,30.1,18.04,2018-08-15T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,9111,0.0213857,20.9062,4.39822,4.67884,0.141397,0.256957,1,28,0.01253,0.150433,18.0858,4.63235,11.4268
2002,123.0,12.854,12.1,102.4,2018-08-15T00:00:00,36.5874,10.304,الحمـــــى,hma,9112,0.0,2.76284,0.252271,0.0,0.0232459,0.0,1,29,0.0,0.00332003,4.47685,0.758785,1.67401
2002,54.0,9.615,10.0,42.2,2018-08-15T00:00:00,36.8308,10.7086,العبيـــــــد,abid,9113,0.0,5.56502,5.12879,2.57363,1.73431,0.161536,1,30,0.014444,0.00744665,5.21947,3.42623,2.08206
1954,10300.0,51.13,267.67,265.0,2018-08-14T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,9114,0.568818,41.4795,38.5886,21.0411,12.2324,0.4686,1,1,0.2379,11.9215,176.297,20.579,9.77717
1954,103.0,60.393,61.63,436.5,2018-08-14T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,9115,0.0,28.0003,39.7149,16.0111,0.0758703,0.35096,1,2,0.06942,0.112969,43.0502,45.1335,30.6554
1968,101.0,76.9,81.875,292.04,2018-08-14T00:00:00,36.7614,9.0023,كســاب,kasseb,9116,0.0,24.4903,33.2604,28.8098,0.0492967,1.25799,1,3,0.091269,0.317239,43.4818,38.0958,39.0033
1998,177.0,64.7,74.82,182.0,2018-08-14T00:00:00,36.7341,8.53173,بربرة,barbara,9117,0.00265777,43.2357,89.901,71.265,0.294673,0.469615,1,4,0.02133,0.0795939,82.8731,58.2808,47.147
1981,7950.0,580.35,814.0,115.0,2018-08-14T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,9118,0.192503,141.912,185.519,167.742,5.74896,6.98709,1,5,1.50944,6.13588,398.168,121.362,130.78
1976,390.0,112.037,117.5,221.0,2018-08-14T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,9119,0.0,76.3393,75.7157,51.3505,0.290558,2.24886,1,6,0.28761,0.93808,82.0499,47.8593,29.369
1983,418.0,118.773,129.9,90.0,2018-08-14T00:00:00,36.9909,9.61373,جوميــــــن,joumine,9120,0.0924549,41.1358,48.8498,33.5058,1.03733,3.801,1,7,0.307,0.259501,75.8215,52.0414,43.425
1984,48.0,10.004,11.7,82.5,2018-08-14T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,9121,0.0,4.88418,6.17822,3.69418,0.0103693,0.2318,1,8,0.0203,0.12679,9.5862,3.88933,2.89475
1994,367.0,134.014,137.5,86.5,2018-08-14T00:00:00,37.181,9.47513,سجنــــــان,sejnane,9122,0.0,60.3757,92.6594,210.0,0.348482,5.31747,1,9,0.316861,0.718675,119.06,65.9536,40.9647
1999,865.0,286.514,286.514,27.0,2018-08-14T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,9126,0.0,172.189,257.012,168.836,1.24292,8.64396,1,11,0.62475,0.414114,294.046,228.342,185.065
2012,95.0,33.0,33.0,37.0,2018-08-14T00:00:00,37.1856,9.20109,الزياتين,ziatine,9127,0.0,13.1323,12.7046,15.9365,0.203646,0.545479,1,12,0.040624,0.1,29.5351,28.4915,24.6184
2012,35.5,18.3,18.3,48.0,2018-08-14T00:00:00,37.1991,9.26906,القمقوم,gamgoum,9128,0.0,0.0,31.9753,11.1235,0.0844718,0.0,1,13,0.0,0.0,7.95913,17.3787,16.4895
1987,1040.0,33.4411,70.0,388.5,2018-08-14T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,9129,1.83245,11.8013,9.18524,0.862694,4.4814,0.236571,1,14,0.0,0.931371,35.5889,8.78657,4.55451
1966,127.0,7.22,8.22,517.06,2018-08-14T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,9130,0.601426,4.793,2.9343,1.48569,1.16209,0.03773,1,15,0.0,0.675645,13.0374,3.15967,2.7116
2002,232.0,2.0,4.0,285.0,2018-08-14T00:00:00,36.302,9.50269,الرميـــــــل,rmil,9131,0.00202928,1.53825,0.412761,0.00063,0.0280133,0.0,1,16,0.0,0.150503,10.0273,0.006,0.0
1971,1263.0,41.599,52.9,122.5,2018-08-14T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,9132,0.0,14.2938,4.51253,2.32522,0.888854,0.11596,1,17,0.00864,0.423133,26.1589,10.9156,16.0347
1998,675.0,23.83,22.0,43.0,2018-08-14T00:00:00,36.3318,10.3597,الرمــــــل,rmel,9133,0.0,42.1867,3.38575,0.0119,2.41849,0.0119,1,18,0.0,0.234839,16.0535,3.761,11.5541
1965,855.0,58.76,86.5,230.0,2018-08-14T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,9134,0.0027228,16.9436,5.65683,4.73948,2.54642,0.317082,1,19,0.000734,0.660073,22.8058,4.26092,6.68692
1981,8950.0,133.317,209.0,270.0,2018-08-14T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,9135,0.330714,19.4196,19.1738,0.511471,8.10031,0.131865,1,20,0.000337,4.35159,47.1928,35.1625,29.4106
1989,1120.0,77.47,95.3,217.0,2018-08-14T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,9136,0.00816701,13.1315,1.92729,0.91793,1.01333,0.01152,1,21,0.0,1.11456,15.2422,1.09383,0.203126
2005,173.65,7.71,4.24,677.8,2018-08-14T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,9137,0.0,0.117635,3.715,0.0,0.459643,0.0,1,22,0.0,0.122,29.5351,1.21104,1.0874
1997,1900.0,88.0,88.0,541.0,2018-08-14T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,9138,0.003297,0.594882,0.471347,0.0,0.046158,0.0,1,23,0.0,0.232239,2.02697,1.151,1.157
2002,293.0,16.0,16.0,849.0,2018-08-14T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,9139,0.000486,2.18149,2.55377,0.2,1.11123,0.0,1,24,0.0,0.179704,2.02697,2.0,0.884
1959,86.0,5.01,6.5,54.62,2018-08-14T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,9140,0.0,0.0,1.71168,0.806696,0.13163,0.027,1,25,0.0,0.145148,5.24642,1.002,1.038
1963,64.0,5.045,7.8,77.88,2018-08-14T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,9141,0.0,3.70935,1.25688,0.924084,0.0471521,0.0,1,26,0.0,0.189972,6.95537,0.2452,0.96796
1968,53.0,5.193,6.9,163.0,2018-08-14T00:00:00,36.534,10.4911,مصــــــري,masri,9142,0.00247653,2.21983,1.51121,4.63841,0.28035,0.209734,1,27,0.018959,0.101944,4.83297,4.73868,2.78655
1986,199.0,23.3053,30.1,18.04,2018-08-14T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,9143,0.00260876,20.9062,4.37683,4.66631,0.120011,0.244427,1,28,0.01314,0.150433,18.0809,4.63235,11.5255
2002,123.0,12.854,12.1,102.4,2018-08-14T00:00:00,36.5874,10.304,الحمـــــى,hma,9144,0.0,2.76284,0.252271,0.0,0.0232459,0.0,1,29,0.0,0.00332003,4.47674,0.761791,1.67957
2002,54.0,9.615,10.0,42.2,2018-08-14T00:00:00,36.8308,10.7086,العبيـــــــد,abid,9145,0.000238331,5.56502,5.12879,2.55918,1.73431,0.147092,1,30,0.010667,0.00744665,5.21923,3.44595,2.10822
1954,10300.0,51.13,267.67,265.0,2018-08-13T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,9146,0.368661,41.4571,38.0198,20.8032,11.6636,0.2307,1,1,0.0003,11.9215,175.912,20.2789,9.84601
1954,103.0,60.393,61.63,436.5,2018-08-13T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,9147,0.0138191,28.0003,39.7149,15.9416,0.0758703,0.28154,1,2,0.0003,0.112969,43.0466,45.5028,30.7384
1968,101.0,76.9,81.875,292.04,2018-08-13T00:00:00,36.7614,9.0023,كســاب,kasseb,9148,0.0,24.4903,33.2604,28.7186,0.0492967,1.16672,1,3,0.089861,0.317239,43.4715,38.2092,39.1181
1998,177.0,64.7,74.82,182.0,2018-08-13T00:00:00,36.7341,8.53173,بربرة,barbara,9149,0.0499431,43.2357,89.8984,71.2436,0.292015,0.448285,1,4,0.023281,0.0795939,82.8706,58.3178,47.243
1981,7950.0,580.35,814.0,115.0,2018-08-13T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,9150,0.175058,141.754,185.326,166.233,5.55645,5.47765,1,5,0.0432,6.13588,397.97,122.807,130.78
1976,390.0,112.037,117.5,221.0,2018-08-13T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,9151,0.0,76.3276,75.7157,51.0629,0.290558,1.96125,1,6,0.12934,0.93808,82.0196,48.1642,29.6466
1983,418.0,118.773,129.9,90.0,2018-08-13T00:00:00,36.9909,9.61373,جوميــــــن,joumine,9152,0.06901,41.1195,48.7573,33.1988,0.944879,3.494,1,7,0.317,0.259501,75.8131,52.2793,43.5316
1984,48.0,10.004,11.7,82.5,2018-08-13T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,9153,0.000938419,4.88418,6.17822,3.67388,0.0103693,0.2115,1,8,0.017,0.12679,9.58211,3.9166,2.93084
1994,367.0,134.014,137.5,86.5,2018-08-13T00:00:00,37.181,9.47513,سجنــــــان,sejnane,9154,0.0,60.3757,92.6594,209.683,0.348482,5.00061,1,9,0.317441,0.718675,119.037,65.7531,41.1854
2012,60.0,24.0,24.0,93.0,2018-08-13T00:00:00,36.8824,8.69921,الزرقة,zarga,9155,0.0180209,18.4837,31.2712,26.4017,0.204393,0.7102,1,10,0.0632,0.02,22.1174,18.402,16.465
2014,85.2,64.4,64.4,85.0,2018-08-13T00:00:00,36.8751,8.71699,الكبير,kebir,9156,0.00443524,,21.1857,20.0686,0.0747702,0.0,1,31,0.0,,,6.494,
2013,58.0,26.3,26.3,110.0,2018-08-13T00:00:00,36.9347,8.84504,المولى,moula,9157,0.0,,13.7929,0.003144,0.0708532,0.0,1,32,0.0,,,22.904,
1999,865.0,286.514,286.514,27.0,2018-08-13T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,9158,0.0,172.077,257.012,168.211,1.24292,8.01921,1,11,0.62542,0.414114,294.032,229.102,185.743
2012,95.0,33.0,33.0,37.0,2018-08-13T00:00:00,37.1856,9.20109,الزياتين,ziatine,9159,0.0,13.1323,12.7046,15.8959,0.203646,0.504855,1,12,0.0047672,0.1,29.5318,28.5505,24.6916
2012,35.5,18.3,18.3,48.0,2018-08-13T00:00:00,37.1991,9.26906,القمقوم,gamgoum,9160,0.00671538,0.0,31.9753,11.1235,0.0844718,0.0,1,13,0.0,0.0,7.95913,17.393,16.5163
1987,1040.0,33.4411,70.0,388.5,2018-08-13T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,9161,0.0,11.7996,7.35278,0.862694,2.64895,0.236571,1,14,0.0032,0.931371,35.5589,6.96792,4.57732
1966,127.0,7.22,8.22,517.06,2018-08-13T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,9162,0.00337611,4.78591,2.33287,1.48569,0.560668,0.03773,1,15,0.0,0.675645,13.0156,2.56151,2.7116
2002,232.0,2.0,4.0,285.0,2018-08-13T00:00:00,36.302,9.50269,الرميـــــــل,rmil,9163,0.0019593,1.53519,0.410732,0.00063,0.0259841,0.0,1,16,0.0,0.150503,10.0225,0.006,0.0
1971,1263.0,41.599,52.9,122.5,2018-08-13T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,9164,0.0281112,14.2938,4.51253,2.31658,0.888854,0.10732,1,17,0.00864,0.423133,26.1453,10.9505,16.0753
1998,675.0,23.83,22.0,43.0,2018-08-13T00:00:00,36.3318,10.3597,الرمــــــل,rmel,9165,0.0,42.1867,3.38575,0.0119,2.41849,0.0119,1,18,0.0,0.234839,16.0459,3.7869,11.5976
1965,855.0,58.76,86.5,230.0,2018-08-13T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,9166,0.0046107,16.89,5.65411,4.73875,2.54369,0.316348,1,19,0.022954,0.660073,22.7845,4.26092,6.7418
1981,8950.0,133.317,209.0,270.0,2018-08-13T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,9167,0.0,19.4196,18.8431,0.511134,7.7696,0.131528,1,20,0.000337,4.35159,47.0524,34.8497,29.4849
1989,1120.0,77.47,95.3,217.0,2018-08-13T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,9168,0.0,13.1269,1.91913,0.91793,1.00516,0.01152,1,21,0.0,1.11456,15.2062,1.09383,0.203126
2005,173.65,7.71,4.24,677.8,2018-08-13T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,9169,0.0,0.116525,3.715,0.0,0.459643,0.0,1,22,0.0,0.122,29.5318,1.21502,1.0874
1997,1900.0,88.0,88.0,541.0,2018-08-13T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,9170,0.003297,0.593394,0.46805,0.0,0.042861,0.0,1,23,0.0,0.232239,2.01948,1.151,1.157
2002,293.0,16.0,16.0,849.0,2018-08-13T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,9171,0.000486,2.1812,2.55328,0.2,1.11074,0.0,1,24,0.0,0.179704,2.01948,2.0,0.884
1959,86.0,5.01,6.5,54.62,2018-08-13T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,9172,0.0062184,0.0,1.71168,0.806696,0.13163,0.027,1,25,0.0,0.145148,5.24174,1.006,1.046
1963,64.0,5.045,7.8,77.88,2018-08-13T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,9173,0.0,3.70935,1.25688,0.924084,0.0471521,0.0,1,26,0.0,0.189972,6.94924,0.24784,0.97364
1968,53.0,5.193,6.9,163.0,2018-08-13T00:00:00,36.534,10.4911,مصــــــري,masri,9174,0.0,2.21784,1.50873,4.61945,0.277873,0.190775,1,27,0.012532,0.101944,4.82968,4.75375,2.81581
1986,199.0,23.3053,30.1,18.04,2018-08-13T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,9175,0.0019537,20.9062,4.37422,4.65317,0.117402,0.231287,1,28,0.012736,0.150433,18.0761,4.65049,11.5749
2002,123.0,12.854,12.1,102.4,2018-08-13T00:00:00,36.5874,10.304,الحمـــــى,hma,9176,0.00197005,2.75341,0.252271,0.0,0.0232459,0.0,1,29,0.0,0.00332003,4.47664,0.764796,1.67401
2002,54.0,9.615,10.0,42.2,2018-08-13T00:00:00,36.8308,10.7086,العبيـــــــد,abid,9177,0.0,5.56502,5.12855,2.54852,1.73407,0.136425,1,30,0.006367,0.00744665,5.21899,3.45909,2.13438
1954,10300.0,51.13,267.67,265.0,2018-08-12T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,9178,1.59607,41.4571,37.6512,20.8029,11.2949,0.2304,1,1,0.0003,11.9215,175.528,19.9413,9.96074
1954,103.0,60.393,61.63,436.5,2018-08-12T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,9179,0.0138191,28.0003,39.7011,15.9413,0.0620512,0.28124,1,2,0.0003,0.112969,43.0429,45.5028,30.8421
